date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:07	88505/88505	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2010:53:24%20GMT	https://www.w3schools.com/css/css_outline_color.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_outline_color.html	(from https://www.w3schools.com/css/)
21:53:09	84608/84608	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:44:07%20GMT	https://www.w3schools.com/css/css_outline_shorthand.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_outline_shorthand.html	(from https://www.w3schools.com/css/)
21:53:09	86791/86791	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2010:54:41%20GMT	https://www.w3schools.com/css/css_outline_offset.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_outline_offset.html	(from https://www.w3schools.com/css/)
21:53:09	86034/86034	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:07:35%20GMT	https://www.w3schools.com/css/css_text.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_text.html	(from https://www.w3schools.com/css/)
21:53:09	88054/88054	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:17:06%20GMT	https://www.w3schools.com/css/css_text_align.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_text_align.html	(from https://www.w3schools.com/css/)
21:53:10	90219/90219	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:19:14%20GMT	https://www.w3schools.com/css/css_text_decoration.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_text_decoration.html	(from https://www.w3schools.com/css/)
21:53:11	84296/84296	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:39:34%20GMT	https://www.w3schools.com/css/css_text_transformation.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_text_transformation.html	(from https://www.w3schools.com/css/)
21:53:11	87384/87384	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:21:36%20GMT	https://www.w3schools.com/css/css_text_spacing.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_text_spacing.html	(from https://www.w3schools.com/css/)
21:53:12	87691/87691	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:48:18%20GMT	https://www.w3schools.com/css/css_text_shadow.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_text_shadow.html	(from https://www.w3schools.com/css/)
21:53:12	89784/89784	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:05:42%20GMT	https://www.w3schools.com/css/css_font.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font.html	(from https://www.w3schools.com/css/)
